Movie,AverageVote
"The Brass Teapot",5.8
"For a Good Time, Call...",5.8
"High Road",5.8
"What Happens in Vegas",5.8
"Baghead",5.8
"When the Lights Went Out",5.8
"Absentia",5.8
"The Signal",5.8
"Batman v Superman: Dawn of Justice",5.7
"Oz: The Great and Powerful",5.7
"Indiana Jones and the Kingdom of the Crystal Skull",5.7
"Dark Shadows",5.7
"Bee Movie",5.7
"Sahara",5.7
"RoboCop",5.7
"Speed Racer",5.7
"Dante's Peak",5.7
"Home on the Range",5.7
"Around the World in 80 Days",5.7
"Lara Croft: Tomb Raider",5.7
"Jurassic Park III",5.7
"Cutthroat Island",5.7
"Mission to Mars",5.7
"The 6th Day",5.7
"The Last Witch Hunter",5.7
"The Invasion",5.7
"The League of Extraordinary Gentlemen",5.7
"Hotel for Dogs",5.7
"Killers",5.7
"Immortals",5.7
"Flight of the Phoenix",5.7
"Funny People",5.7
"Runaway Bride",5.7
"Sky Captain and the World of Tomorrow",5.7
"Mystery Men",5.7
"Broken Arrow",5.7
"Blade: Trinity",5.7
"Cheaper by the Dozen 2",5.7
"Duplicity",5.7
"Analyze That",5.7
"The Black Dahlia",5.7
"Edtv",5.7
"Rambo III",5.7
"Leatherheads",5.7
"Mr. Popper's Penguins",5.7
"Free Birds",5.7
"The Fan",5.7
"Imagine That",5.7
"All the King's Men",5.7
"Valentine's Day",5.7
"Hansel & Gretel: Witch Hunters",5.7
"The One",5.7
"The Cable Guy",5.7
"Mary Reilly",5.7
"15 Minutes",5.7
"Scream 3",5.7
"Shallow Hal",5.7
"Escape from Planet Earth",5.7
"Autumn in New York",5.7
"City By The Sea",5.7
"Kiss of Death",5.7
"Life or Something Like It",5.7
"Memoirs of an Invisible Man",5.7
"Heartbreakers",5.7
"Extreme Measures",5.7
"The Back-Up Plan",5.7
"Broken City",5.7
"Parker",5.7
"Flight of the Intruder",5.7
"American Outlaws",5.7
"Pushing Tin",5.7
"The Big Wedding",5.7
"Criminal",5.7
"Like Mike",5.7
"Larry Crowne",5.7
"The Five-Year Engagement",5.7
"88 Minutes",5.7
"The Last Stand",5.7
"The Rugrats Movie",5.7
"Brick Mansions",5.7
"Welcome Home Roscoe Jenkins",5.7
"New Year's Eve",5.7
"The Fifth Estate",5.7
"Parental Guidance",5.7
"The Gambler",5.7
"Stone Cold",5.7
"Play It to the Bone",5.7
"Hail, Caesar!",5.7
"Risen",5.7
"12 Rounds",5.7
"Bon voyage",5.7
"And So It Goes",5.7
"Wolves",5.7
"How to Deal",5.7
"Ararat",5.7
"Twins",5.7
"The Lizzie McGuire Movie",5.7
"The Good Night",5.7
"Our Family Wedding",5.7
"The New Guy",5.7
"National Lampoon's Loaded Weapon 1",5.7
"Harriet the Spy",5.7
"Earth to Echo",5.7
"Dick",5.7
"21 & Over",5.7
"Fortress",5.7
"Girl 6",5.7
"Dirty Grandpa",5.7
"The Ladies Man",5.7
"Jindabyne",5.7
"She's All That",5.7
"Romeo Is Bleeding",5.7
"The Oxford Murders",5.7
"Detention",5.7
"The Ice Pirates",5.7
"Barbarella",5.7
"A Thin Line Between Love and Hate",5.7
"Prom",5.7
"Showdown in Little Tokyo",5.7
"Shopgirl",5.7
"Extract",5.7
"Split Second",5.7
"I Hope They Serve Beer in Hell",5.7
"The Business of Strangers",5.7
"The Flower of Evil",5.7
"Light Sleeper",5.7
"Hostel",5.7
"Savage Grace",5.7
"The Sweeney",5.7
"She's the One",5.7
"Antiviral",5.7
"Paranormal Activity 2",5.7
"A Nightmare on Elm Street Part 2: Freddy's Revenge",5.7
"Friday the 13th Part VI: Jason Lives",5.7
"Kama Sutra - A Tale of Love",5.7
"Hobo with a Shotgun",5.7
"The Divide",5.7
"Friday the 13th Part III",5.7
"Jack Brooks: Monster Slayer",5.7
"Small Apartments",5.7
"I Want Someone to Eat Cheese With",5.7
"Hatchet",5.7
"The Amazing Catfish",5.7
"Beyond the Black Rainbow",5.7
"God's Not Dead 2",5.7
"Truth or Dare",5.7
"Banshee Chapter",5.7
"All the Boys Love Mandy Lane",5.7
"Kingdom of the Spiders",5.7
"Rubber",5.7
"Some Guy Who Kills People",5.7
"The Incredibly True Adventure of Two Girls In Love",5.7
"Chuck & Buck",5.7
"Hollywood Shuffle",5.7
"2012",5.6
"G.I. Joe: The Rise of Cobra",5.6
"Alexander",5.6
"Exodus: Gods and Kings",5.6
"Noah",5.6
"Clash of the Titans",5.6
"Planet of the Apes",5.6
"Eraser",5.6
"Hercules",5.6
"The Campaign",5.6
"Charlie's Angels",5.6
"Pixels",5.6
"Hollow Man",5.6
"The Three Musketeers",5.6
"The Pink Panther",5.6
"Six Days Seven Nights",5.6
"The Brothers Grimm",5.6
"Looney Tunes: Back in Action",5.6
"Resident Evil: Retribution",5.6
"Wild Hogs",5.6
"Chicken Little",5.6
"Daddy Day Care",5.6
"Deep Blue Sea",5.6
"Starsky & Hutch",5.6
"Under Siege 2: Dark Territory",5.6
"Planet 51",5.6
"Maid in Manhattan",5.6
"The Break-Up",5.6
"The Twilight Saga: New Moon",5.6
"Mr. Deeds",5.6
"Into the Woods",5.6
"Firewall",5.6
"Escape from L.A.",5.6
"Gamer",5.6
"Beautiful Creatures",5.6
"Bedazzled",5.6
"Monster-in-Law",5.6
"Kicking & Screaming",5.6
"Victor Frankenstein",5.6
"Red Riding Hood",5.6
"The Big Year",5.6
"The Art of War",5.6
"Alfie",5.6
"Angel Eyes",5.6
"The 5th Wave",5.6
"Nim's Island",5.6
"Identity Thief",5.6
"Neighbors 2: Sorority Rising",5.6
"This Is 40",5.6
"Heist",5.6
"Abduction",5.6
"Punisher: War Zone",5.6
"Big Momma's House",5.6
"Nacho Libre",5.6
"1941",5.6
"Laws of Attraction",5.6
"Star Trek V: The Final Frontier",5.6
"Blue Crush",5.6
"Sausage Party",5.6
"30 Minutes or Less",5.6
"Alatriste",5.6
"Divine Secrets of the Ya-Ya Sisterhood",5.6
"Jimmy Neutron: Boy Genius",5.6
"Rugrats Go Wild",5.6
"The House Bunny",5.6
"The Ruins",5.6
"Fly Me to the Moon",5.6
"A Turtle's Tale: Sammy's Adventures",5.6
"Haywire",5.6
"The Net",5.6
"To Rome with Love",5.6
"The Jungle Book 2",5.6
"Georgia Rule",5.6
"School for Scoundrels",5.6
"Triple 9",5.6
"We're No Angels",5.6
"Barbershop 2:  Back in Business",5.6
"Observe and Report",5.6
"Love Happens",5.6
"Troop Beverly Hills",5.6
"I Come with the Rain",5.6
"I Know What You Did Last Summer",5.6
"Lottery Ticket",5.6
"My Life in Ruins",5.6
"Roar",5.6
"Big Fat Liar",5.6
"The Object of My Affection",5.6
"Peeples",5.6
"The Rocker",5.6
"Bathory: Countess of Blood",5.6
"Automata",5.6
"Urban Legend",5.6
"Dead Man on Campus",5.6
"No Good Deed",5.6
"The Claim",5.6
"The Golden Child",5.6
"Young Adult",5.6
"St. Trinian's",5.6
"Brighton Rock",5.6
"Darkness",5.6
"White Noise",5.6
"Reno 911!: Miami",5.6
"Hey Arnold! The Movie",5.6
"War, Inc.",5.6
"White Noise 2: The Light",5.6
"The Girl on the Train",5.6
"Skin Trade",5.6
"Baggage Claim",5.6
"The Haunting in Connecticut 2: Ghosts of Georgia",5.6
"Modern Problems",5.6
"Pathology",5.6
"Dear Wendy",5.6
"Hostel: Part II",5.6
"The Hole",5.6
"Outside Providence",5.6
"House at the End of the Street",5.6
"Annabelle",5.6
"Deadfall",5.6
"Mambo Italiano",5.6
"Salvation Boulevard",5.6
"Albino Alligator",5.6
"Only God Forgives",5.6
"D.E.B.S.",5.6
"Damsels in Distress",5.6
"The Calling",5.6
"Eden",5.6
"Captive",5.6
"Clockwatchers",5.6
"The Lost Medallion: The Adventures of Billy Stone",5.6
"Highway",5.6
"ABCD (Any Body Can Dance)",5.6
"The Last Exorcism",5.6
"Cry_Wolf",5.6
"The Battle of Shaker Heights",5.6
"Ruby in Paradise",5.6
"After",5.6
"Tiny Furniture",5.6
"Breaking Upwards",5.6
"Battleship",5.5
"Jack the Giant Slayer",5.5
"The Legend of Tarzan",5.5
"Poseidon",5.5
"Wrath of the Titans",5.5
"The Wolfman",5.5
"Mars Needs Moms",5.5
"Beowulf",5.5
"The Green Hornet",5.5
"The Smurfs",5.5
"The Smurfs 2",5.5
"End of Days",5.5
"Point Break",5.5
"You Don't Mess with the Zohan",5.5
"Lara Croft Tomb Raider: The Cradle of Life",5.5
"Collateral Damage",5.5
"Mirror Mirror",5.5
"AVP: Alien vs. Predator",5.5
"Battle: Los Angeles",5.5
"Hard Rain",5.5
"Dinner for Schmucks",5.5
"Abraham Lincoln: Vampire Hunter",5.5
"The Santa Clause 2",5.5
"Hop",5.5
"Jingle All the Way",5.5
"That's My Boy",5.5
"Captain Corelli's Mandolin",5.5
"Alvin and the Chipmunks",5.5
"Shaft",5.5
"Failure to Launch",5.5
"Race to Witch Mountain",5.5
"Beverly Hills Cop III",5.5
"The Scarlet Letter",5.5
"America's Sweethearts",5.5
"The Specialist",5.5
"The Ant Bully",5.5
"Multiplicity",5.5
"The Bounty Hunter",5.5
"The Juror",5.5
"Drillbit Taylor",5.5
"New York Minute",5.5
"Cirque du Freak: The Vampire's Assistant",5.5
"The Gunman",5.5
"Sgt. Bilko",5.5
"Joe Somebody",5.5
"Spy Kids",5.5
"Guess Who",5.5
"Species",5.5
"House of Wax",5.5
"The X Files: I Want to Believe",5.5
"Sabotage",5.5
"The Nut Job",5.5
"The Whole Ten Yards",5.5
"Splice",5.5
"Runner Runner",5.5
"Animals United",5.5
"The Boss",5.5
"The Wedding Planner",5.5
"Timecop",5.5
"The Spy Next Door",5.5
"A Simple Wish",5.5
"Pride and Prejudice and Zombies",5.5
"Lake Placid",5.5
"Suspect Zero",5.5
"Blood and Wine",5.5
"Undercover Brother",5.5
"Jeepers Creepers 2",5.5
"Good Luck Chuck",5.5
"Bride of Chucky",5.5
"Straw Dogs",5.5
"Underclassman",5.5
"Tank Girl",5.5
"On the Road",5.5
"Double Take",5.5
"Win a Date with Tad Hamilton!",5.5
"Vanity Fair",5.5
"Hit & Run",5.5
"Firefox",5.5
"Molly",5.5
"Armored",5.5
"People I Know",5.5
"House on Haunted Hill",5.5
"Deuce Bigalow: Male Gigolo",5.5
"My Big Fat Greek Wedding 2",5.5
"Fame",5.5
"Bobby Jones: Stroke of Genius",5.5
"Joe Dirt",5.5
"Duets",5.5
"Slow Burn",5.5
"Not Another Teen Movie",5.5
"Nowhere to Run",5.5
"Disturbing Behavior",5.5
"Hoot",5.5
"Listening",5.5
"Crocodile Dundee II",5.5
"Thinner",5.5
"Fun Size",5.5
"Gossip",5.5
"Woo",5.5
"54",5.5
"Quarantine",5.5
"The Eye",5.5
"The Cry of the Owl",5.5
"Invaders from Mars",5.5
"The Banger Sisters",5.5
"The Perfect Man",5.5
"Get Over It",5.5
"Deuces Wild",5.5
"Krrish",5.5
"The Brown Bunny",5.5
"Trust the Man",5.5
"Woman on Top",5.5
"Pound of Flesh",5.5
"A Nightmare on Elm Street 5: The Dream Child",5.5
"Casa De Mi Padre",5.5
"Simply Irresistible",5.5
"Song One",5.5
"Trade Of Innocents",5.5
"Lone Wolf McQuade",5.5
"Let's Kill Ward's Wife",5.5
"Moms' Night Out",5.5
"Falcon Rising",5.5
"The Night Listener",5.5
"Let's Go to Prison",5.5
"Zipper",5.5
"The Last Five Years",5.5
"Stitches",5.5
"Battle for the Planet of the Apes",5.5
"Ed and His Dead Mother",5.5
"Happy, Texas",5.5
"The To Do List",5.5
"Unfriended",5.5
"Love Me Tender",5.5
"The Specials",5.5
"Ask Me Anything",5.5
"The Dark Hours",5.5
"Tadpole",5.5
"Superman Returns",5.4
"G.I. Joe: Retaliation",5.4
"R.I.P.D.",5.4
"Fantastic 4: Rise of the Silver Surfer",5.4
"Stuart Little 2",5.4
"Little Fockers",5.4
"The Stepford Wives",5.4
"Sex and the City 2",5.4
"The Nutcracker: The Untold Story",5.4
"The Core",5.4
"Scooby-Doo",5.4
"Alvin and the Chipmunks: Chipwrecked",5.4
"Timeline",5.4
"Red Planet",5.4
"Be Cool",5.4
"Fool's Gold",5.4
"Doctor Dolittle",5.4
"Alvin and the Chipmunks: The Squeakquel",5.4
"Bad Company",5.4
"Money Train",5.4
"Hall Pass",5.4
"Hudson Hawk",5.4
"Priest",5.4
"Mortdecai",5.4
"The Nutty Professor",5.4
"George of the Jungle",5.4
"Semi-Pro",5.4
"Æon Flux",5.4
"You, Me and Dupree",5.4
"Domestic Disturbance",5.4
"Lucky You",5.4
"The Ring Two",5.4
"Man of the House",5.4
"What Planet Are You From?",5.4
"Scary Movie 2",5.4
"Babylon A.D.",5.4
"Boomerang",5.4
"Brüno",5.4
"Dumb and Dumber To",5.4
"Big Momma's House 2",5.4
"The Final Destination",5.4
"Ri¢hie Ri¢h",5.4
"The Guilt Trip",5.4
"The Shadow",5.4
"The Reaping",5.4
"Delgo",5.4
"Texas Rangers",5.4
"Reindeer Games",5.4
"Queen of the Damned",5.4
"Hot Pursuit",5.4
"The Astronaut's Wife",5.4
"Playing for Keeps",5.4
"Bogus",5.4
"Virtuosity",5.4
"Eight Legged Freaks",5.4
"In Dreams",5.4
"Supercross",5.4
"Wild Card",5.4
"Scooby-Doo 2: Monsters Unleashed",5.4
"Beauty Shop",5.4
"The Sitter",5.4
"Don't Be Afraid of the Dark",5.4
"Unaccompanied Minors",5.4
"The Box",5.4
"Jane Got a Gun",5.4
"The Bridge of San Luis Rey",5.4
"Saving Silverman",5.4
"The Glass House",5.4
"Bringing Down the House",5.4
"Mortal Kombat",5.4
"The Stepfather",5.4
"My Best Friend's Girl",5.4
"Three to Tango",5.4
"The Man",5.4
"Bandslam",5.4
"By the Sea",5.4
"Survivor",5.4
"Bad Teacher",5.4
"Thir13en Ghosts",5.4
"Love the Coopers",5.4
"City of Ghosts",5.4
"Boys and Girls",5.4
"Drowning Mona",5.4
"When a Stranger Calls",5.4
"Here On Earth",5.4
"Blood and Chocolate",5.4
"Admission",5.4
"Sorority Row",5.4
"Prophecy",5.4
"Max Keeble's Big Move",5.4
"Slackers",5.4
"The Lawnmower Man",5.4
"Sinister 2",5.4
"The Goods: Live Hard, Sell Hard",5.4
"Atlas Shrugged Part II",5.4
"Gun Shy",5.4
"The Good Guy",5.4
"The Reef",5.4
"Green Street Hooligans: Underground",5.4
"Tales from the Hood",5.4
"Miss March",5.4
"Men of War",5.4
"Don McKay",5.4
"R100",5.4
"Doug's 1st Movie",5.4
"Addicted",5.4
"90 Minutes in Heaven",5.4
"After.Life",5.4
"A Haunted House 2",5.4
"Love Stinks",5.4
"Pootie Tang",5.4
"8 Heads in a Duffel Bag",5.4
"Tanner Hall",5.4
"Diary of the Dead",5.4
"A Haunted House",5.4
"There's Always Woodstock",5.4
"Plush",5.4
"Shalako",5.4
"Two Girls and a Guy",5.4
"Creative Control",5.4
"The Innkeepers",5.4
"Open Water",5.4
"Evan Almighty",5.3
"Ghostbusters",5.3
"Gods of Egypt",5.3
"Hulk",5.3
"Land of the Lost",5.3
"Ben-Hur",5.3
"Four Christmases",5.3
"Flubber",5.3
"Zookeeper",5.3
"Lady in the Water",5.3
"Dreamcatcher",5.3
"Random Hearts",5.3
"Little Man",5.3
"Couples Retreat",5.3
"The Scorpion King",5.3
"The Tuxedo",5.3
"Miss Congeniality 2: Armed and Fabulous",5.3
"Dark Water",5.3
"The Watch",5.3
"Chain Reaction",5.3
"D-Tox",5.3
"Barnyard",5.3
"Drive Angry",5.3
"Aliens in the Attic",5.3
"The Sweetest Thing",5.3
"One for the Money",5.3
"Why I Did (Not) Eat My Father",5.3
"The Medallion",5.3
"Scary Movie 4",5.3
"Sex Tape",5.3
"Mickey Blue Eyes",5.3
"Superman III",5.3
"Spy Kids 2: The Island of Lost Dreams",5.3
"Cop Out",5.3
"The Inhabited Island",5.3
"Head of State",5.3
"Bait",5.3
"Whiteout",5.3
"Chill Factor",5.3
"I Dreamed of Africa",5.3
"Exit Wounds",5.3
"Wanderlust",5.3
"Snow Dogs",5.3
"Big Mommas: Like Father, Like Son",5.3
"The Incredible Burt Wonderstone",5.3
"Without a Paddle",5.3
"Flipper",5.3
"Mrs. Winterbourne",5.3
"Piranha 3D",5.3
"Josie and the Pussycats",5.3
"Texas Chainsaw 3D",5.3
"Ghost Ship",5.3
"Stay Alive",5.3
"Alpha and Omega",5.3
"A Guy Thing",5.3
"Machete Kills",5.3
"Regression",5.3
"Zambezia",5.3
"Just Married",5.3
"Restoration",5.3
"The Roommate",5.3
"Double Impact",5.3
"Jennifer's Body",5.3
"My Stepmother is an Alien",5.3
"Eye of the Beholder",5.3
"The Muse",5.3
"My Bloody Valentine",5.3
"An American Haunting",5.3
"Head Over Heels",5.3
"The Crocodile Hunter: Collision Course",5.3
"Living Out Loud",5.3
"Darling Companion",5.3
"Misconduct",5.3
"Employee of the Month",5.3
"Invasion U.S.A.",5.3
"Sleepover",5.3
"Over Her Dead Body",5.3
"Shutter",5.3
"Snow Flower and the Secret Fan",5.3
"The Wash",5.3
"Chain of Command",5.3
"Wicked Blood",5.3
"Air Bud",5.3
"Next Day Air",5.3
"Bachelorette",5.3
"They Came Together",5.3
"Friday the 13th Part VII: The New Blood",5.3
"Beer League",5.3
"The Toxic Avenger Part II",5.3
"Lesbian Vampire Killers",5.3
"All Is Bright",5.3
"Higher Ground",5.3
"Sublime",5.3
"C.H.U.D.",5.3
"L!fe Happens",5.3
"Walter",5.3
"Jupiter Ascending",5.2
"The Mummy: Tomb of the Dragon Emperor",5.2
"Ghost Rider",5.2
"Charlie's Angels: Full Throttle",5.2
"Batman Forever",5.2
"Seventh Son",5.2
"A Good Day to Die Hard",5.2
"The Haunted Mansion",5.2
"Volcano",5.2
"The Haunting",5.2
"The Day the Earth Stood Still",5.2
"Yogi Bear",5.2
"Little Nicky",5.2
"Walking With Dinosaurs",5.2
"Babe: Pig in the City",5.2
"Pompeii",5.2
"The Dilemma",5.2
"I Spy",5.2
"Turbulence",5.2
"Bullet to the Head",5.2
"Garfield",5.2
"Christmas with the Kranks",5.2
"Your Highness",5.2
"Jade",5.2
"Fifty Shades of Grey",5.2
"The Musketeer",5.2
"Raise the Titanic",5.2
"Aloha",5.2
"Space Chimps",5.2
"Old Dogs",5.2
"License to Wed",5.2
"The Benchwarmers",5.2
"Max Payne",5.2
"Valiant",5.2
"Little Black Book",5.2
"Fled",5.2
"What Just Happened",5.2
"Paul Blart: Mall Cop",5.2
"Legion",5.2
"Agent Cody Banks 2: Destination London",5.2
"My Soul to Take",5.2
"Maximum Risk",5.2
"The Transporter Refueled",5.2
"Stone",5.2
"Are We There Yet?",5.2
"The Grudge 2",5.2
"The Covenant",5.2
"40 Days and 40 Nights",5.2
"Southland Tales",5.2
"The Hills Have Eyes 2",5.2
"The Man with the Iron Fists",5.2
"Jefferson in Paris",5.2
"Dude, Where’s My Car?",5.2
"Breakfast of Champions",5.2
"The Last Days on Mars",5.2
"Housefull",5.2
"Sugar Hill",5.2
"Ultramarines: A Warhammer 40,000 Movie",5.2
"New in Town",5.2
"The Wendell Baker Story",5.2
"Masked and Anonymous",5.2
"Halloween 5: The Revenge of Michael Myers",5.2
"The Hit List",5.2
"Paranormal Activity 4",5.2
"Paranormal Activity: The Marked Ones",5.2
"The Perfect Match",5.2
"Keeping Up with the Steins",5.2
"Maggie",5.2
"Inescapable",5.2
"How to Fall in Love",5.2
"The Betrayed",5.2
"Warlock: The Armageddon",5.2
"Compadres",5.2
"Tim and Eric's Billion Dollar Movie",5.2
"Open Road",5.2
"Timber Falls",5.2
"Brick Lane",5.2
"Silent House",5.2
"Teeth",5.2
"Stonewall",5.2
"Nine Dead",5.2
"Straight A's",5.2
"GirlHouse",5.2
"Adulterers",5.2
"Urbania",5.2
"Straightheads",5.2
"Happy Christmas",5.2
"Green Lantern",5.1
"Wild Wild West",5.1
"G-Force",5.1
"102 Dalmatians",5.1
"Nine",5.1
"Blackhat",5.1
"My Favorite Martian",5.1
"Garfield: A Tail of Two Kitties",5.1
"Did You Hear About the Morgans?",5.1
"Stuck on You",5.1
"The Dukes of Hazzard",5.1
"Bulletproof Monk",5.1
"Deck the Halls",5.1
"Herbie Fully Loaded",5.1
"Stormbreaker",5.1
"Black Knight",5.1
"Alex Cross",5.1
"Cursed",5.1
"Stolen",5.1
"Snakes on a Plane",5.1
"Racing Stripes",5.1
"What's the Worst That Could Happen?",5.1
"Howard the Duck",5.1
"The Cave",5.1
"Legally Blonde 2: Red, White & Blonde",5.1
"King's Ransom",5.1
"I Still Know What You Did Last Summer",5.1
"The Adventurer: The Curse of the Midas Box",5.1
"Teenage Mutant Ninja Turtles III",5.1
"The Rage: Carrie 2",5.1
"Shorts",5.1
"I Love You, Beth Cooper",5.1
"Dickie Roberts: Former Child Star",5.1
"Meteor",5.1
"Halloween II",5.1
"Confessions of a Teenage Drama Queen",5.1
"Idlewild",5.1
"Superstar",5.1
"Bubble Boy",5.1
"The Guru",5.1
"Return to the Blue Lagoon",5.1
"MacGruber",5.1
"Strangerland",5.1
"Into the Grizzly Maze",5.1
"Club Dread",5.1
"Aloft",5.1
"The Snow Queen",5.1
"Perrier’s Bounty",5.1
"Friends with Money",5.1
"Freddy's Dead: The Final Nightmare",5.1
"The Lazarus Effect",5.1
"Tusk",5.1
"Friday the 13th: A New Beginning",5.1
"Containment",5.1
"The Lords of Salem",5.1
"She Done Him Wrong",5.1
"After Earth",5
"Asterix at the Olympic Games",5
"Lost in Space",5
"Hollywood Homicide",5
"Doom",5
"The Last Legion",5
"I, Frankenstein",5
"Cats & Dogs",5
"Meet Dave",5
"Congo",5
"Marmaduke",5
"The Big Bounce",5
"The Flintstones",5
"Bangkok Dangerous",5
"Spawn",5
"Hanging Up",5
"The Out-of-Towners",5
"Extreme Ops",5
"Paul Blart: Mall Cop 2",5
"Unfinished Business",5
"George and the Dragon",5
"Mr. 3000",5
"Alex & Emma",5
"The Promise",5
"DOA: Dead or Alive",5
"1911",5
"Serving Sara",5
"Agent Cody Banks",5
"The Adventures of Pinocchio",5
"Sheena",5
"The Counselor",5
"I Don't Know How She Does It",5
"Pulse",5
"Tammy",5
"Silent Hill: Revelation 3D",5
"Loser",5
"Red Sonja",5
"Damnation Alley",5
"The Marine",5
"Whatever It Takes",5
"Post Grad",5
"Silent Trigger",5
"Broken Horses",5
"I Think I Love My Wife",5
"Hot Tub Time Machine 2",5
"September Dawn",5
"Swimfan",5
"Valentine",5
"The Mighty Macs",5
"Twixt",5
"Spring Breakers",5
"Halloween: The Curse of Michael Myers",5
"Apollo 18",5
"Stranded",5
"Halloween III: Season of the Witch",5
"Christmas Mail",5
"Forget Me Not",5
"The Green Inferno",5
"American Hero",5
"The Broadway Melody",5
"Graduation Day",5
"Butterfly",5
"Independence Day: Resurgence",4.9
"Stealth",4.9
"How Do You Know",4.9
"Gulliver's Travels",4.9
"The Cat in the Hat",4.9
"Eragon",4.9
"Cats & Dogs 2 : The Revenge of Kitty Galore",4.9
"Dr. Dolittle 2",4.9
"Lucky Numbers",4.9
"The Happening",4.9
"Supernova",4.9
"Holy Man",4.9
"The Ridiculous 6",4.9
"Aliens vs Predator: Requiem",4.9
"Bless the Child",4.9
"Showgirls",4.9
"Superhero Movie",4.9
"Zoom",4.9
"The Watcher",4.9
"Down to Earth",4.9
"The Three Stooges",4.9
"Seed of Chucky",4.9
"Clockstoppers",4.9
"Forbidden Kingdom",4.9
"Anacondas: The Hunt for the Blood Orchid",4.9
"Shark Night",4.9
"Beverly Hills Chihuahua",4.9
"Spy Hard",4.9
"Catch That Kid",4.9
"Getaway",4.9
"American Dreamz",4.9
"Screwed",4.9
"Tomcats",4.9
"The Brothers Solomon",4.9
"Nurse 3-D",4.9
"Re-Kill",4.9
"Down to You",4.9
"Held Up",4.9
"Darkness Falls",4.9
"Action Jackson",4.9
"Freaky Deaky",4.9
"The Ten",4.9
"Ouija",4.9
"The Forsaken",4.9
"Demonic",4.9
"Close Range",4.9
"Journey to Saturn",4.9
"Stung",4.9
"Against the Wild",4.9
"Chernobyl Diaries",4.9
"Hits",4.9
"Black Rock",4.9
"American Ninja 2: The Confrontation",4.9
"November",4.9
"Malevolence",4.9
"The Gallows",4.9
"The Lovers",4.8
"A Sound of Thunder",4.8
"Elektra",4.8
"Get Carter",4.8
"Just Visiting",4.8
"The Order",4.8
"The Darkest Hour",4.8
"My Super Ex-Girlfriend",4.8
"Ultraviolet",4.8
"Hoodwinked Too! Hood VS. Evil",4.8
"Ghosts of Mars",4.8
"Welcome to Mooseport",4.8
"Say It Isn't So",4.8
"Envy",4.8
"The Cold Light of Day",4.8
"Prom Night",4.8
"Summer Catch",4.8
"The Unborn",4.8
"See Spot Run",4.8
"Vamps",4.8
"Home Fries",4.8
"The Clan of the Cave Bear",4.8
"The Son of No One",4.8
"Dungeons & Dragons: Wrath of the Dragon God",4.8
"Justin Bieber: Never Say Never",4.8
"Snow Day",4.8
"A Woman, a Gun and a Noodle Shop",4.8
"The Forest",4.8
"Swept Away",4.8
"The Open Road",4.8
"Black Christmas",4.8
"Princess Kaiulani",4.8
"You Got Served",4.8
"College",4.8
"Harvard Man",4.8
"Friday the 13th Part VIII: Jason Takes Manhattan",4.8
"Hansel and Gretel Get Baked",4.8
"The Jerky Boys",4.8
"Train",4.8
"Enter the Dangerous Mind",4.8
"Antibirth",4.8
"Thr3e",4.8
"Full Frontal",4.8
"Crowsnest",4.8
"Snow White: A Deadly Summer",4.8
"Escape from Tomorrow",4.8
"The Last Airbender",4.7
"Nutty Professor II: The Klumps",4.7
"Exorcist: The Beginning",4.7
"xXx: State of the Union",4.7
"The Spirit",4.7
"Ghost Rider: Spirit of Vengeance",4.7
"Zoolander 2",4.7
"Anaconda",4.7
"The Glimmer Man",4.7
"The Phantom",4.7
"Spy Kids 3-D: Game Over",4.7
"Torque",4.7
"Knock Off",4.7
"Godsend",4.7
"The Face of an Angel",4.7
"Spice World",4.7
"Dance Flick",4.7
"Crocodile Dundee in Los Angeles",4.7
"Bright Lights, Big City",4.7
"Ready to Rumble",4.7
"Deuce Bigalow: European Gigolo",4.7
"One Missed Call",4.7
"Code Name: The Cleaner",4.7
"Strange Wilderness",4.7
"Good Boy!",4.7
"Soul Plane",4.7
"Malibu's Most Wanted",4.7
"All About Steve",4.7
"Boat Trip",4.7
"The In Crowd",4.7
"Crossroads",4.7
"Johnson Family Vacation",4.7
"Skyline",4.7
"Motherhood",4.7
"The 5th Quarter",4.7
"Surfer, Dude",4.7
"Khiladi 786",4.7
"House Party 2",4.7
"Decoys",4.7
"Yoga Hosers",4.7
"Spaced Invaders",4.7
"ZMD: Zombies of Mass Destruction",4.7
"Johnny Suede",4.7
"Backmask",4.7
"Basic Instinct 2",4.6
"Year One",4.6
"Happily N'Ever After",4.6
"The Island of Dr. Moreau",4.6
"Isn't She Great",4.6
"Furry Vengeance",4.6
"Dracula 2000",4.6
"Half Past Dead",4.6
"Abandon",4.6
"The Animal",4.6
"Boogeyman",4.6
"Scary Movie 5",4.6
"The Prince",4.6
"They",4.6
"The Women",4.6
"The Cookout",4.6
"Freddy Got Fingered",4.6
"The Vatican Tapes",4.6
"Sorority Boys",4.6
"In the Cut",4.6
"The Pallbearer",4.6
"Swelter",4.6
"Beastmaster 2: Through the Portal of Time",4.6
"Survival of the Dead",4.6
"2:13",4.6
"Something Wicked",4.6
"2016: Obama's America",4.6
"The Virginity Hit",4.6
"Out of the Dark",4.6
"The Devil Inside",4.6
"Super Hybrid",4.6
"Sweet Sweetback's Baadasssss Song",4.6
"Driven",4.5
"The Shaggy Dog",4.5
"On Deadly Ground",4.5
"Against the Ropes",4.5
"Lost Souls",4.5
"Highlander: The Final Dimension",4.5
"3 Ninjas Kick Back",4.5
"Dylan Dog: Dead of Night",4.5
