tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Medicine,186,Case Western Reserve University,Hilary,,Petersen,2343036,0,zero,TEACHER,PROFESSOR,N/A
Physics,186,Case Western Reserve University,Rolfe,,Petschek,640241,5,average,TEACHER,PROFESSOR,3.0
Organizational Behavior,186,Case Western Reserve University,Kristin,,Piderit,924249,3,good,TEACHER,PROFESSOR,4.3
English,186,Case Western Reserve University,Steve,,Pinkerton,2356747,5,good,TEACHER,PROFESSOR,5.0
Chemical Engineering,186,Case Western Reserve University,Peter,,Pintauro,948458,0,zero,TEACHER,PROFESSOR,N/A
Materials Science,186,Case Western Reserve University,Pirouz,,Pirouz,483465,4,poor,TEACHER,PROFESSOR,2.0
Sociology,186,Case Western Reserve University,Cassi,,Pittman,1994700,4,good,TEACHER,PROFESSOR,3.8
Philosophy,186,Case Western Reserve University,Jerry,,Piven,801066,23,good,TEACHER,PROFESSOR,4.1
Arts  Sciences,186,Case Western Reserve University,Fabienne,,Pizot-Haymore,2060357,1,good,TEACHER,PROFESSOR,5.0
Computer Science,186,Case Western Reserve University,Andrew,,Plassard,2471862,1,good,TEACHER,PROFESSOR,5.0
Nutrition,186,Case Western Reserve University,Lisa,,Plungas,1778905,1,good,TEACHER,PROFESSOR,5.0
Computer Science,186,Case Western Reserve University,H. Andy,,Podgurski,16730,38,average,TEACHER,PROFESSOR,3.0
Civil Engineering,186,Case Western Reserve University,Michael,,Pollino,1710320,11,average,TEACHER,PROFESSOR,3.0
English,186,Case Western Reserve University,Melissa,,Pompili,2413350,1,good,TEACHER,PROFESSOR,5.0
Art History,186,Case Western Reserve University,Maggie,,Popkin,1839651,8,average,TEACHER,PROFESSOR,3.5
Cognitive Science,186,Case Western Reserve University,Yanna,,Popova,983351,10,good,TEACHER,PROFESSOR,3.8
Political Science,186,Case Western Reserve University,Elliot,,Posner,901830,8,good,TEACHER,PROFESSOR,3.9
Social Work,186,Case Western Reserve University,Bradley,,Powell,2006221,6,average,TEACHER,PROFESSOR,3.1
Mechanical Engineering,186,Case Western Reserve University,Joseph,,Prahl,88597,21,average,TEACHER,PROFESSOR,2.9
Mechanical Engineering,186,Case Western Reserve University,Vikas,,Prakash,27972,9,average,TEACHER,PROFESSOR,2.9
Mathematics,186,Case Western Reserve University,Upendra,,Prasad,1492217,11,good,TEACHER,PROFESSOR,3.9
Accounting,186,Case Western Reserve University,Gary,,Previts,855970,2,good,TEACHER,PROFESSOR,5.0
Economics,186,Case Western Reserve University,Silvia,,Prina,1497533,17,average,TEACHER,PROFESSOR,3.4
Writing,186,Case Western Reserve University,Maryjo,,Prince-Paul,2362596,0,zero,TEACHER,PROFESSOR,N/A
Nursing,186,Case Western Reserve University,Mary Jo,,Prince-Paul,2215050,4,average,TEACHER,PROFESSOR,3.0
Philosophy,186,Case Western Reserve University,Patricia,,Princehouse,21912,23,average,TEACHER,PROFESSOR,3.2
Communication,186,Case Western Reserve University,Shirley,,Prok,32906,8,average,TEACHER,PROFESSOR,3.4
Chemistry,186,Case Western Reserve University,John,,Protasiewicz,75379,3,good,TEACHER,PROFESSOR,3.5
Psychology,186,Case Western Reserve University,Amy,,Przeworski,1549539,11,good,TEACHER,PROFESSOR,4.3
Modern Languages,186,Case Western Reserve University,Damaris,,Puñales Alpizar,2079380,1,good,TEACHER,PROFESSOR,4.0
Modern Languages,186,Case Western Reserve University,Damaris ,,Punales- Alpizar,2077704,1,good,TEACHER,PROFESSOR,5.0
Biochemistry,186,Case Western Reserve University,Marianne,,Pusztai-Carey,2356640,2,good,TEACHER,PROFESSOR,4.5
Accounting,186,Case Western Reserve University,Jon,,Pyzoha,1946610,3,average,TEACHER,PROFESSOR,3.3
Mechanical Engineering,186,Case Western Reserve University,Roger,,Quinn,25894,16,good,TEACHER,PROFESSOR,3.9
Chemical Engineering,186,Case Western Reserve University,Syed,,Qutubuddin,801561,2,good,TEACHER,PROFESSOR,4.5
Computer Science,186,Case Western Reserve University,Michael,,Rabinovich,846287,27,good,TEACHER,PROFESSOR,4.0
History,186,Case Western Reserve University,Einav,,Rabinovitch-Fox,2382748,1,good,TEACHER,PROFESSOR,5.0
Art History,186,Case Western Reserve University,Andrea,,Rager,2000393,5,good,TEACHER,PROFESSOR,4.1
Physics,186,Case Western Reserve University,Sri,,Rahm,634397,8,good,TEACHER,PROFESSOR,3.7
Music,186,Case Western Reserve University,Lisa,,Rainsong,629274,8,good,TEACHER,PROFESSOR,5.0
Medicine,186,Case Western Reserve University,Parameswaran,,Ramakrishnan,2282348,2,good,TEACHER,PROFESSOR,5.0
Nutrition,186,Case Western Reserve University,Tamara ,,Randall,2001144,2,good,TEACHER,PROFESSOR,5.0
Finance,186,Case Western Reserve University,Amra,,Rausche,2232853,1,good,TEACHER,PROFESSOR,4.0
Computer Science,186,Case Western Reserve University,Soumya,,Ray,1868954,21,good,TEACHER,PROFESSOR,4.2
English,186,Case Western Reserve University,Luke,,Reader,2198179,8,good,TEACHER,PROFESSOR,4.7
Economics,186,Case Western Reserve University,James,,Rebitzer,1249996,2,poor,TEACHER,PROFESSOR,2.2
Mathematics,186,Case Western Reserve University,Jessica,,Redmon,2230544,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,186,Case Western Reserve University,Marianne,,Reeves,821049,10,good,TEACHER,PROFESSOR,4.8
Chemical Engineering,186,Case Western Reserve University,Julie,,Renner,2172853,0,zero,TEACHER,PROFESSOR,N/A
Civil Engineering,186,Case Western Reserve University,Kurt,,Rhoads,2110441,6,average,TEACHER,PROFESSOR,3.3
Modern Languages,186,Case Western Reserve University,Margarita,,Ribar,1182792,0,zero,TEACHER,PROFESSOR,N/A
English,186,Case Western Reserve University,Bradley,,Ricca,337137,38,good,TEACHER,PROFESSOR,4.7
Management,186,Case Western Reserve University,Bonnie,,Richley,1689567,1,good,TEACHER,PROFESSOR,5.0
Biology,186,Case Western Reserve University,Arne,,Rietsch,2192395,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,186,Case Western Reserve University,Clare,,Rimnac,582267,3,poor,TEACHER,PROFESSOR,2.3
Finance,186,Case Western Reserve University,Peter,,Ritchken,1116051,4,good,TEACHER,PROFESSOR,4.2
Biology,186,Case Western Reserve University,Roy,,Ritzmann,16801,11,good,TEACHER,PROFESSOR,3.9
Law,186,Case Western Reserve University,Cassandra,,Robertson,1132145,3,good,TEACHER,PROFESSOR,3.7
Chemistry,186,Case Western Reserve University,Thomas,,Robilotto,1490442,2,good,TEACHER,PROFESSOR,3.8
History,186,Case Western Reserve University,Alan,,Rocke,383751,10,good,TEACHER,PROFESSOR,4.3
Not Specified,186,Case Western Reserve University,Kristen,,Rogers,1654158,2,average,TEACHER,PROFESSOR,2.8
Nutrition,186,Case Western Reserve University,Catherine,,Rogers,2365303,4,good,TEACHER,PROFESSOR,4.5
Biomedical Engineering,186,Case Western Reserve University,Andrew,,Rollins,483982,17,average,TEACHER,PROFESSOR,3.2
Social Work,186,Case Western Reserve University,Richard,,Romaniuk,1734558,7,good,TEACHER,PROFESSOR,4.5
Music,186,Case Western Reserve University,John,,Romey,2100591,2,good,TEACHER,PROFESSOR,3.8
Dental,186,Case Western Reserve University,Renato,,Roperto,1944574,1,good,TEACHER,PROFESSOR,4.5
Physics,186,Case Western Reserve University,Charles,,Rosenblatt,16516,25,average,TEACHER,PROFESSOR,3.2
Music,186,Case Western Reserve University,David,,Rothenberg,745016,6,good,TEACHER,PROFESSOR,4.2
Communication Sciences,186,Case Western Reserve University,F. Joseph,,Routman,26368,17,average,TEACHER,PROFESSOR,3.4
English,186,Case Western Reserve University,Robert,M,Rowan,2342862,1,poor,TEACHER,PROFESSOR,1.0
Economics,186,Case Western Reserve University,Heather,,Royer,933587,3,good,TEACHER,PROFESSOR,4.2
Biology,186,Case Western Reserve University,Charles,,Rozek,294682,21,average,TEACHER,PROFESSOR,2.6
Physics,186,Case Western Reserve University,John,,Ruhl,1365111,3,average,TEACHER,PROFESSOR,3.3
Psychology,186,Case Western Reserve University,Donna,,Rumenik,2371279,2,poor,TEACHER,PROFESSOR,1.5
History,186,Case Western Reserve University,Maddalena,,Rumor,2438035,2,good,TEACHER,PROFESSOR,4.5
Music,186,Case Western Reserve University,Stephanie,,Ruozzo,2521620,1,poor,TEACHER,PROFESSOR,1.0
Psychology,186,Case Western Reserve University,Sandra,,Russ,2069314,2,average,TEACHER,PROFESSOR,2.8
English,186,Case Western Reserve University,Arthur,,Russell,2354991,8,good,TEACHER,PROFESSOR,5.0
Psychology,186,Case Western Reserve University,Nina,,Rytwinski,1892330,3,good,TEACHER,PROFESSOR,4.8
Electrical Engineering,186,Case Western Reserve University,Daniel,,Saab,75284,29,average,TEACHER,PROFESSOR,3.1
Civil Engineering,186,Case Western Reserve University,Adel,,Saada,104094,9,average,TEACHER,PROFESSOR,2.5
Organizational Behavior,186,Case Western Reserve University,Argun,,Saatcioglu,870049,2,average,TEACHER,PROFESSOR,3.0
Sociology,186,Case Western Reserve University,Danielle,,Sabo,2066915,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,186,Case Western Reserve University,Silvia,,Saccon,2041686,14,poor,TEACHER,PROFESSOR,1.4
Mathematics,186,Case Western Reserve University,Sylvia,,Saccon,2166624,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,186,Case Western Reserve University,Seyed,,Sadati,1163921,0,zero,TEACHER,PROFESSOR,N/A
History,186,Case Western Reserve University,Jonathan,,Sadowsky,390773,17,good,TEACHER,PROFESSOR,4.4
Medicine,186,Case Western Reserve University,Satya,,Sahoo,2206548,1,good,TEACHER,PROFESSOR,4.0
Biomedical Engineering,186,Case Western Reserve University,Gerald,,Saidel,1574105,14,poor,TEACHER,PROFESSOR,1.6
Operations Management,186,Case Western Reserve University,Harvey,,Salkin,629593,12,average,TEACHER,PROFESSOR,2.8
Chemistry,186,Case Western Reserve University,Robert,,Salomon,16806,21,poor,TEACHER,PROFESSOR,1.9
Writing,186,Case Western Reserve University,Helen,,Salz,2446649,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,186,Case Western Reserve University,Anna,,Samia,2256074,2,average,TEACHER,PROFESSOR,3.0
Biochemistry,186,Case Western Reserve University,David,,Samols,611083,3,good,TEACHER,PROFESSOR,3.5
English,186,Case Western Reserve University,Mike,,Sangiacomo,2338489,1,good,TEACHER,PROFESSOR,5.0
Chemical Engineering,186,Case Western Reserve University,Ramanathan Mohan,,Sankaran,942551,20,good,TEACHER,PROFESSOR,4.1
Arts & Sciences,186,Case Western Reserve University,Charlotte,,Sanpere,1881952,5,good,TEACHER,PROFESSOR,4.8
Social Science,186,Case Western Reserve University,Anna Maria,,Santiago,1690073,1,good,TEACHER,PROFESSOR,3.5
Communication Sciences,186,Case Western Reserve University,Sanydydaixh,,Sanydydaixh,1302126,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,186,Case Western Reserve University,Matthew,,Sargent,2523800,0,zero,TEACHER,PROFESSOR,N/A
Religion,186,Case Western Reserve University,Deepak,,Sarma,526658,40,good,TEACHER,PROFESSOR,4.0
Management,186,Case Western Reserve University,Mary,,Sasmaz,2479708,1,poor,TEACHER,PROFESSOR,2.0
Chemistry,186,Case Western Reserve University,Genevieve,,Sauve,2219089,3,good,TEACHER,PROFESSOR,4.0
Chemical Engineering,186,Case Western Reserve University,Robert F,,Savinell,1354744,4,poor,TEACHER,PROFESSOR,2.0
Geology,186,Case Western Reserve University,Beverly,,Saylor,17087,13,average,TEACHER,PROFESSOR,3.3
Art History,186,Case Western Reserve University,Catherine,,Scallen,244852,14,good,TEACHER,PROFESSOR,4.3
English,186,Case Western Reserve University,Martha,W,Schaffer ,1948130,10,good,TEACHER,PROFESSOR,4.9
Law,186,Case Western Reserve University,Michael,,Scharf,436681,14,average,TEACHER,PROFESSOR,3.2
Accounting,186,Case Western Reserve University,Andrea,,Scheetz,1952396,1,good,TEACHER,PROFESSOR,3.5
Music,186,Case Western Reserve University,Ryan,,Scherber,1982251,6,good,TEACHER,PROFESSOR,5.0
Chemistry,186,Case Western Reserve University,Daniel,,Scherson,16796,14,poor,TEACHER,PROFESSOR,2.0
English,186,Case Western Reserve University,Brandy,,Schillace,510552,13,good,TEACHER,PROFESSOR,4.0
MacRomolecular Science & Eng,186,Case Western Reserve University,David,,Schiraldi,896710,75,average,TEACHER,PROFESSOR,3.2
Epidemiology,186,Case Western Reserve University,Mark,,Schluchter,2142002,0,zero,TEACHER,PROFESSOR,N/A
Nutrition,186,Case Western Reserve University,Bonnie,,Schmidt-Hayes,2086933,10,good,TEACHER,PROFESSOR,4.3
Physical Education,186,Case Western Reserve University,Eric,,Schmuhl,1946350,2,good,TEACHER,PROFESSOR,5.0
Sociology,186,Case Western Reserve University,Christine,,Schneider,1235336,2,good,TEACHER,PROFESSOR,5.0
Political Science,186,Case Western Reserve University,Paul,,Schroeder,1253099,16,good,TEACHER,PROFESSOR,4.3
Mathematics,186,Case Western Reserve University,Bradley,,Seadler,1356906,6,average,TEACHER,PROFESSOR,3.2
Electrical Engineering,186,Case Western Reserve University,Larry,,Sears,1328414,5,good,TEACHER,PROFESSOR,4.7
Electrical Engineering,186,Case Western Reserve University,Lawrence,,Sears,1404666,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,186,Case Western Reserve University,Alp,,Sehirlioglu,2478527,0,zero,TEACHER,PROFESSOR,N/A
Materials Science,186,Case Western Reserve University,Alp,,Sehirlioglu,2210448,33,average,TEACHER,PROFESSOR,3.0
Biomedical Engineering,186,Case Western Reserve University,Nicole,,Seiberlich,1996601,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,186,Case Western Reserve University,Elizabeth,,Sell,1939133,29,good,TEACHER,PROFESSOR,5.0
Accounting,186,Case Western Reserve University,Drew,,Sellers,1409609,1,good,TEACHER,PROFESSOR,5.0
Biomedical Engineering,186,Case Western Reserve University,Anirban,,Sen Gupta,1509392,8,good,TEACHER,PROFESSOR,4.5
History,186,Case Western Reserve University,Renee,,Sentilles,37092,22,good,TEACHER,PROFESSOR,3.6
Biomedical Engineering,186,Case Western Reserve University,Sam,,Senyo,2380029,2,good,TEACHER,PROFESSOR,4.0
Nursing,186,Case Western Reserve University,Rita,,Sfiligoj,1640468,3,average,TEACHER,PROFESSOR,2.7
Anthropology,186,Case Western Reserve University,Jim,,Shaffer,814069,8,average,TEACHER,PROFESSOR,3.4
Physics,186,Case Western Reserve University,Jie,,Shan,1426406,9,poor,TEACHER,PROFESSOR,1.8
Economics,186,Case Western Reserve University,Scott,,Shane,820053,10,good,TEACHER,PROFESSOR,3.8
English,186,Case Western Reserve University,James,,Sheeler,1629418,7,good,TEACHER,PROFESSOR,4.5
Law,186,Case Western Reserve University,Lori,,Shellenberger,1173704,0,zero,TEACHER,PROFESSOR,N/A
Economics,186,Case Western Reserve University,Roman,,Sheremeta,1898712,16,good,TEACHER,PROFESSOR,4.7
Anthropology,186,Case Western Reserve University,Lihong,,Shi,2101995,7,good,TEACHER,PROFESSOR,4.4
Nutrition,186,Case Western Reserve University,Najeebah,,Shine,2514078,1,poor,TEACHER,PROFESSOR,1.0
Materials Science,186,Case Western Reserve University,Martin,,Shingler,833965,2,average,TEACHER,PROFESSOR,3.0
MacRomolecular Science & Eng,186,Case Western Reserve University,David,,Shiraldi,923661,8,average,TEACHER,PROFESSOR,3.1
Economics,186,Case Western Reserve University,Daniel,,Shoag,2291844,16,good,TEACHER,PROFESSOR,4.2
Biochemistry,186,Case Western Reserve University,Menachem,,Shoham,2161219,0,zero,TEACHER,PROFESSOR,N/A
Psychology,186,Case Western Reserve University,Elizabeth,,Short,307393,28,good,TEACHER,PROFESSOR,4.5
Art Education,186,Case Western Reserve University,Tim,,Shuckerow,196276,5,average,TEACHER,PROFESSOR,2.5
History,186,Case Western Reserve University,Peter,,Shulman,1231151,11,good,TEACHER,PROFESSOR,4.0
Music,186,Case Western Reserve University,Irwin,,Shung,2305629,0,zero,TEACHER,PROFESSOR,N/A
Physics,186,Case Western Reserve University,Thomas,,Shutt,936987,5,good,TEACHER,PROFESSOR,3.6
Economics,186,Case Western Reserve University,Ayman,,Shwayyat,1173759,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,186,Case Western Reserve University,Sadida,,Siddiqui,2513843,1,poor,TEACHER,PROFESSOR,1.0
Sociology,186,Case Western Reserve University,Rebecca,,Siders,1391785,3,average,TEACHER,PROFESSOR,3.3
Statistics,186,Case Western Reserve University,Stephen,,Sidik,1563372,14,average,TEACHER,PROFESSOR,2.9
English,186,Case Western Reserve University,William,,Siebenschuh,16726,16,good,TEACHER,PROFESSOR,4.4
Medicine,186,Case Western Reserve University,Scott,,Sieg,2192398,0,zero,TEACHER,PROFESSOR,N/A
Finance,186,Case Western Reserve University,J. B.,,Silvers,375736,2,good,TEACHER,PROFESSOR,4.0
Chemistry,186,Case Western Reserve University,Regan,,Silvestri,1061470,2,good,TEACHER,PROFESSOR,4.2
Presidential Fellows,186,Case Western Reserve University,Andrea,,Simakis,921785,8,good,TEACHER,PROFESSOR,5.0
English,186,Case Western Reserve University,Judit,,Simo,1433513,1,good,TEACHER,PROFESSOR,4.0
Statistics,186,Case Western Reserve University,Brad,,Simonelli,2196129,4,good,TEACHER,PROFESSOR,4.0
Chemistry,186,Case Western Reserve University,M. Cather,,Simpson,16790,35,good,TEACHER,PROFESSOR,3.7
Biology,186,Case Western Reserve University,Scott,,Simpson,1146749,3,good,TEACHER,PROFESSOR,5.0
Art,186,Case Western Reserve University,Mary Jo,,Sinclair,1787639,0,zero,TEACHER,PROFESSOR,N/A
Social Science,186,Case Western Reserve University,Patricia,,Sinclair,2258237,1,average,TEACHER,PROFESSOR,3.0
Physics,186,Case Western Reserve University,Kenneth,,Singer,948617,0,zero,TEACHER,PROFESSOR,N/A
Statistics,186,Case Western Reserve University,Mendel,,Singer,2336454,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,186,Case Western Reserve University,David,,Singer,17589,38,good,TEACHER,PROFESSOR,4.7
Finance,186,Case Western Reserve University,Ajai,,Singh,840613,4,good,TEACHER,PROFESSOR,4.1
Marketing,186,Case Western Reserve University,Jagdip,,Singh,1565162,4,average,TEACHER,PROFESSOR,3.1
English,186,Case Western Reserve University,Jessica,,Slentz,1795597,1,good,TEACHER,PROFESSOR,5.0
Sociology,186,Case Western Reserve University,Michael,R.,Slone,2293958,5,good,TEACHER,PROFESSOR,4.6
Mathematics,186,Case Western Reserve University,Bernard,,Smith,1199417,0,zero,TEACHER,PROFESSOR,N/A
Information Systems,186,Case Western Reserve University,Ann,,Smith,1710518,1,poor,TEACHER,PROFESSOR,2.0
Anthropology,186,Case Western Reserve University,Richard,,Smith,2141764,5,good,TEACHER,PROFESSOR,4.2
Sociology,186,Case Western Reserve University,Alicia,,Smith-Tran,2223180,2,good,TEACHER,PROFESSOR,4.0
Biochemistry,186,Case Western Reserve University,Martin,,Snider,1224567,6,average,TEACHER,PROFESSOR,3.3
Economics,186,Case Western Reserve University,Mark,,Sniderman,2071961,7,average,TEACHER,PROFESSOR,2.8
Biology,186,Case Western Reserve University,Robin,,Snyder,1001721,9,good,TEACHER,PROFESSOR,4.0
Social Work,186,Case Western Reserve University,Robert,,Soffer,2255802,0,zero,TEACHER,PROFESSOR,N/A
Marketing,186,Case Western Reserve University,Walt,,Sokira,982146,41,good,TEACHER,PROFESSOR,4.3
Philosophy,186,Case Western Reserve University,Tibor,,Solymosi,2435262,3,good,TEACHER,PROFESSOR,4.7
Mathematics,186,Case Western Reserve University,Erkki,,Somersalo,1373204,10,good,TEACHER,PROFESSOR,3.8
Statistics,186,Case Western Reserve University,Danhong,,Song,417324,29,good,TEACHER,PROFESSOR,4.3
English,186,Case Western Reserve University,Robert,,Spadoni,604825,39,good,TEACHER,PROFESSOR,4.6
Management,186,Case Western Reserve University,Robert,,Spechalske,1378579,1,average,TEACHER,PROFESSOR,3.0
Electrical Engineering,186,Case Western Reserve University,Sree,,Sreenath,1770841,5,average,TEACHER,PROFESSOR,3.3
Chemistry,186,Case Western Reserve University,Rekha,,Srinivasan,761267,79,good,TEACHER,PROFESSOR,4.0
Music,186,Case Western Reserve University,Kelly,,St. Pierre,1871263,2,good,TEACHER,PROFESSOR,4.5
Law,186,Case Western Reserve University,Forrest,,Stanley,2324763,0,zero,TEACHER,PROFESSOR,N/A
Music,186,Case Western Reserve University,Nathan,,Stark,1565888,1,good,TEACHER,PROFESSOR,5.0
Physics,186,Case Western Reserve University,Glenn,,Starkman,17599,38,good,TEACHER,PROFESSOR,3.6
Biochemistry,186,Case Western Reserve University,Edward,,Stavnezer,429593,7,poor,TEACHER,PROFESSOR,1.7
History,186,Case Western Reserve University,Theodore,,Steinberg,49249,17,average,TEACHER,PROFESSOR,3.0
Management,186,Case Western Reserve University,John,,Stephens,1478964,8,good,TEACHER,PROFESSOR,4.4
Philosophy,186,Case Western Reserve University,Jeffrey,,Stephenson,1061467,9,good,TEACHER,PROFESSOR,4.4
Art,186,Case Western Reserve University,Robert,,Sterk,1787638,1,good,TEACHER,PROFESSOR,5.0
Classics,186,Case Western Reserve University,Rachel,,Sternberg,765649,11,average,TEACHER,PROFESSOR,3.2
Theatre & Dance,186,Case Western Reserve University,Shannon,,Sterne,1210997,5,good,TEACHER,PROFESSOR,3.5
Art,186,Case Western Reserve University,Amy,,Stevens,1189103,0,zero,TEACHER,PROFESSOR,N/A
Sociology,186,Case Western Reserve University,Mary Ellen (ellie),,Stone,1710369,3,good,TEACHER,PROFESSOR,4.5
Theatre  Dance,186,Case Western Reserve University,Rachel,,Stoneking,2012548,2,poor,TEACHER,PROFESSOR,2.3
English,186,Case Western Reserve University,Gary,,Stonum,536404,7,average,TEACHER,PROFESSOR,3.0
Physics,186,Case Western Reserve University,Giuseppe,,Strangi,1801385,14,good,TEACHER,PROFESSOR,4.5
Law,186,Case Western Reserve University,Robert,,Strassfeld,591680,13,average,TEACHER,PROFESSOR,3.2
English,186,Case Western Reserve University,Christopher,,Strathman,1367185,2,poor,TEACHER,PROFESSOR,2.2
Psychology,186,Case Western Reserve University,Milton,,Strauss,857585,1,poor,TEACHER,PROFESSOR,1.0
Social Science,186,Case Western Reserve University,Gerald,,Strom,137489,4,good,TEACHER,PROFESSOR,4.6
Mathematics,186,Case Western Reserve University,Wanda,,Strychalski,1864583,29,good,TEACHER,PROFESSOR,4.3
Chemistry,186,Case Western Reserve University,John,,Stuehr,600762,15,average,TEACHER,PROFESSOR,3.2
Chemistry,186,Case Western Reserve University,Benjamin,Benji,Sturtz,2519076,0,zero,TEACHER,PROFESSOR,N/A
Statistics,186,Case Western Reserve University,Jiayang,,Sun,112694,7,poor,TEACHER,PROFESSOR,2.3
Computer Science,186,Case Western Reserve University,Xiaowei,,Sun,1071642,18,average,TEACHER,PROFESSOR,3.1
Geology,186,Case Western Reserve University,Nicholas,A,Sutfin,2476974,1,good,TEACHER,PROFESSOR,4.0
Nutrition,186,Case Western Reserve University,James,,Swain,597737,15,good,TEACHER,PROFESSOR,4.7
Mathematics,186,Case Western Reserve University,Stanislaw,,Szarek,321409,12,good,TEACHER,PROFESSOR,3.8
Mechanical Engineering,186,Case Western Reserve University,James,,T'Ien,1670736,4,good,TEACHER,PROFESSOR,4.0
Electrical Engineering,186,Case Western Reserve University,Massood,,Tabib-Azar,88502,12,good,TEACHER,PROFESSOR,4.0
Mathematics,186,Case Western Reserve University,Kyle,,Taljan,2455417,4,good,TEACHER,PROFESSOR,5.0
Economics,186,Case Western Reserve University,Ayhan,,Talu,17318,56,average,TEACHER,PROFESSOR,3.0
Philosophy,186,Case Western Reserve University,Shi,,Tang,2128880,2,average,TEACHER,PROFESSOR,3.0
Political Science,186,Case Western Reserve University,Laura,,Tartakoff,175259,23,good,TEACHER,PROFESSOR,3.8
Art,186,Case Western Reserve University,Barney,,Taxel,1995250,1,good,TEACHER,PROFESSOR,4.0
Biomedical Engineering,186,Case Western Reserve University,Dawn,,Taylor,705367,13,poor,TEACHER,PROFESSOR,2.4
Physics,186,Case Western Reserve University,Philip,,Taylor,2016737,7,good,TEACHER,PROFESSOR,4.1
Chemistry,186,Case Western Reserve University,Johnathan,,Tedesco,1206955,17,good,TEACHER,PROFESSOR,3.9
Dental,186,Case Western Reserve University,Sorin,,Teich,1472836,0,zero,TEACHER,PROFESSOR,N/A
Law,186,Case Western Reserve University,Theodore,,Theofrastous,1987920,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,186,Case Western Reserve University,Sara,,Thiam,2292443,5,poor,TEACHER,PROFESSOR,2.2
English,186,Case Western Reserve University,Brita,M,Thielen,2437393,1,good,TEACHER,PROFESSOR,5.0
English,186,Case Western Reserve University,Derek,,Thiess,1409649,1,good,TEACHER,PROFESSOR,5.0
Mathematics,186,Case Western Reserve University,Peter,,Thomas,935633,24,average,TEACHER,PROFESSOR,2.7
Management,186,Case Western Reserve University,Njoke,,Thomas,2002000,1,good,TEACHER,PROFESSOR,5.0
Finance,186,Case Western Reserve University,Sam,,Thomas,870864,5,good,TEACHER,PROFESSOR,4.3
Psychology,186,Case Western Reserve University,Lee,,Thompson,16818,38,good,TEACHER,PROFESSOR,4.1
Management,186,Case Western Reserve University,Phillip,,Thompson,2316507,1,good,TEACHER,PROFESSOR,5.0
Cognitive Science,186,Case Western Reserve University,Vera,,Tobin,1415128,13,good,TEACHER,PROFESSOR,3.6
Chemistry,186,Case Western Reserve University,Gregory,,Tochtrop,1206959,12,good,TEACHER,PROFESSOR,4.5
History,186,Case Western Reserve University,Elizabeth,,Todd,16721,11,average,TEACHER,PROFESSOR,2.6
Modern Languages,186,Case Western Reserve University,Yuki,,Togawa,2193194,4,good,TEACHER,PROFESSOR,5.0
Chemistry,186,Case Western Reserve University,Blanton,,Tolbert,1948316,5,average,TEACHER,PROFESSOR,3.3
Modern Languages,186,Case Western Reserve University,Cheryl,,Toman,1861603,5,good,TEACHER,PROFESSOR,4.3
Music,186,Case Western Reserve University,Sarah,,Tomasewski,1409629,2,good,TEACHER,PROFESSOR,4.0
Social Science,186,Case Western Reserve University,Aloen,,Townsend,1690070,0,zero,TEACHER,PROFESSOR,N/A
Social Science,186,Case Western Reserve University,Elizabeth,,Tracy,137493,3,good,TEACHER,PROFESSOR,4.0
Management,186,Case Western Reserve University,Mai,,Trinh,1925689,1,good,TEACHER,PROFESSOR,5.0
English,186,Case Western Reserve University,Penny,,Tucker,1502073,0,zero,TEACHER,PROFESSOR,N/A
Cognitive Science,186,Case Western Reserve University,Mark,,Turner,1069318,9,good,TEACHER,PROFESSOR,3.7
Biomedical Engineering,186,Case Western Reserve University,Dustin,,Tyler,1079211,6,average,TEACHER,PROFESSOR,2.9
Theatre & Dance,186,Case Western Reserve University,J.,,Ullom,1223013,7,good,TEACHER,PROFESSOR,3.9
English,186,Case Western Reserve University,Thrity,,Umrigar,161084,13,good,TEACHER,PROFESSOR,3.5
Biochemistry,186,Case Western Reserve University,Focco,,van den Akker,2161217,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,186,Case Western Reserve University,Anne,,Van Leeuwen,1796087,3,good,TEACHER,PROFESSOR,4.8
Geology,186,Case Western Reserve University,James,,Van Orman,934652,8,good,TEACHER,PROFESSOR,4.2
Nursing,186,Case Western Reserve University,Mary,,Variath,2096046,5,good,TEACHER,PROFESSOR,4.6
Modern Languages,186,Case Western Reserve University,Susanne,,Vees-Gulani,901345,6,good,TEACHER,PROFESSOR,3.9
Theatre  Dance,186,Case Western Reserve University,David,,Vegh,2272214,0,zero,TEACHER,PROFESSOR,N/A
Statistics,186,Case Western Reserve University,Prahalad,,Venkateshan,2251784,3,average,TEACHER,PROFESSOR,3.0
